# index, vids, hemisphere, homologue, cell_type, annotations, cluster, _pos
852,7421507,right,11051740,MB-FFN,FFN-13,53,"array([0.61656173, 0.85040723])"
853,16985194,left,15068806,PN-somato,mechano-Ch 2nd_order PN,55,"array([0.61994279, 0.77996805])"
854,9513911,,-1,,,0,"array([0.70299705, 0.79632167])"
855,17937986,right,18035063,pre-DN-VNC,no official annotation,71,"array([0.68292517, 0.77091656])"
856,1868538,right,10100020,pre-DN-VNC,no official annotation,62,"array([0.66380376, 0.81158389])"
857,17360225,right,17360286,pre-DN-VNC,no official annotation,14,"array([0.75346373, 0.82431923])"
858,21591037,right,11717014,pre-DN-VNC,no official annotation,14,"array([0.74467804, 0.82098514])"
859,3595837,right,10716080,DN-VNC,no official annotation,52,"array([0.66923365, 0.82486087])"
860,1961182,left,9177218,pre-DN-VNC,no official annotation,71,"array([0.67641195, 0.79361095])"
861,8572353,right,10872426,pre-DN-VNC,no official annotation,73,"array([0.65177847, 0.79896058])"
862,17324711,right,17087885,DN-SEZ,no official annotation,71,"array([0.64963664, 0.79651519])"
863,10922020,left,17123466,LHN,no official annotation,50,"array([0.69127398, 0.81989923])"
864,11248536,right,10955244,LHN,no official annotation,38,"array([0.63968465, 0.84963684])"
865,5946241,right,10282065,PN-somato,mechano-Ch 2nd_order PN,50,"array([0.67101145, 0.85808208])"
866,18248435,,-1,,,0,"array([0.64802539, 0.83393002])"
867,9234420,right,17728922,DN-SEZ,no official annotation,71,"array([0.67993325, 0.82940256])"
868,8571259,right,10600188,pre-DN-VNC,no official annotation,62,"array([0.66900042, 0.7789949 ])"
869,13365464,right,11329998,CN,no official annotation,66,"array([0.6340724 , 0.80980273])"
870,18527962,left,19508873,DN-VNC,no official annotation,44,"array([0.67554837, 0.79010935])"
871,15063529,,-1,,,0,"array([0.69030433, 0.83426203])"
872,6623049,left,17654634,LN,no official annotation,52,"array([0.68879819, 0.77445174])"
873,4664256,left,17326218,PN-somato,noci 2nd_order PN,31,"array([0.67009073, 0.81561588])"
874,6604203,left,2670619,DN-SEZ,no official annotation,52,"array([0.7096473 , 0.80545358])"
875,5657004,left,5134110,pre-DN-VNC,no official annotation,46,"array([0.69722109, 0.83565063])"
876,17223643,,-1,,,0,"array([0.71604866, 0.87758263])"
877,21136945,left,17654638,PN-somato,mechano-Ch 2nd_order PN,46,"array([0.68993162, 0.82948472])"
878,17654638,right,21136945,PN-somato,mechano-Ch 2nd_order PN,46,"array([0.69026848, 0.81441269])"
879,5691934,left,3862443,PN-somato,noci 2nd_order PN,46,"array([0.7014314 , 0.83646617])"
880,17729020,left,15684934,PN-somato,mechano-Ch 2nd_order PN,18,"array([0.71933819, 0.88029436])"
881,3848843,right,19101351,PN,gustatory-external 2nd_order PN,8,"array([0.61113482, 0.9124326 ])"
882,8159396,right,3539170,DN-SEZ,no official annotation,4,"array([0.58389743, 0.91550412])"
883,5480553,right,10202724,PN,FBN-3; gut 2nd_order PN,64,"array([0.60384114, 0.8663541 ])"
884,7802210,left,16797672,MBON,MBON-i1,59,"array([0.56881302, 0.80245388])"
885,6702830,left,-1,KC,KC,42,"array([0.54084333, 0.78697365])"
886,4401350,left,4598363,MBON,MBON-g1,59,"array([0.56023727, 0.78009827])"
887,16039470,left,4241192,KC,KC,30,"array([0.55863613, 0.80615588])"
888,7838405,right,-1,KC,KC,42,"array([0.54305259, 0.81797957])"
889,16627838,left,8413663,KC,KC,30,"array([0.55300795, 0.79958377])"
890,11725803,left,8066542,KC,KC,30,"array([0.55577767, 0.79408377])"
891,9556700,right,16631114,KC,KC,30,"array([0.55847765, 0.81895605])"
892,16627950,left,-1,KC,KC,49,"array([0.53263295, 0.81024728])"
893,5738449,right,12262910,MB-FBN,CN-38; FAN-6,75,"array([0.58213204, 0.8072204 ])"
894,5395823,left,11524047,MBON,MBON-g2,59,"array([0.55496718, 0.77901547])"
895,4414163,left,4414184,MBIN,DAN-j1,57,"array([0.56820291, 0.82588703])"
896,14034206,right,13749806,DN-VNC,no official annotation,71,"array([0.68016935, 0.83353002])"
897,15517247,left,16335254,pre-DN-VNC,no official annotation,31,"array([0.65674993, 0.84268965])"
898,15689046,left,8979434,pre-DN-SEZ,no official annotation,26,"array([0.69580723, 0.8497052 ])"
899,5755261,left,2846555,PN-somato,mechano-Ch 2nd_order PN,18,"array([0.71123742, 0.87291095])"
900,12299805,,-1,,,0,"array([0.65126972, 0.84923573])"
901,3486950,,-1,,,0,"array([0.56482449, 0.88065106])"
902,3539170,left,8159396,DN-SEZ,no official annotation,4,"array([0.56406598, 0.90768569])"
903,5900426,right,16952648,DN-VNC,no official annotation,88,"array([0.6562955 , 0.71177642])"
904,6154200,right,16952671,DN-VNC,no official annotation,88,"array([0.65922609, 0.72998984])"
905,15468308,left,17330632,CN,no official annotation,78,"array([0.63034326, 0.75056643])"
906,5937084,left,8850802,KC,KC,30,"array([0.5628484, 0.7988911])"
907,16131474,right,4393026,LHN,no official annotation,31,"array([0.67179965, 0.85342665])"
908,10617840,right,16492104,MB-FFN,FFN-40,66,"array([0.63047544, 0.84072939])"
909,11291653,left,8412625,PN-somato,noci 2nd_order PN,46,"array([0.69783246, 0.83952291])"
910,10768709,right,12299704,pre-DN-SEZ,no official annotation,67,"array([0.6442524 , 0.85671166])"
911,3276003,right,7557604,pre-DN-VNC,no official annotation,67,"array([0.63593552, 0.88485922])"
912,5545085,right,17729195,PN-somato,mechano-Ch 2nd_order PN,14,"array([0.74791339, 0.83233957])"
913,11037238,left,7719118,LHN,noci 2nd_order PN,46,"array([0.69666118, 0.82753795])"
914,4393049,right,11067379,PN,Gustatory PN 4; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,17,"array([0.58490129, 0.87306759])"
915,5971400,,-1,,,0,"array([0.61182986, 0.83124988])"
916,5656152,,-1,,,0,"array([0.65850782, 0.82940252])"
917,14077615,right,8118947,MB-FBN,FBN-16,75,"array([0.59327588, 0.81885833])"
918,8075484,right,13197236,LN,FBN-17; CN-7,61,"array([0.59447897, 0.8389253 ])"
919,4379508,left,3794023,LHN,no official annotation,56,"array([0.61444507, 0.87541938])"
920,13950464,right,9503414,PN-somato,mechano-II/III 2nd_order PN,56,"array([0.61975504, 0.88509939])"
921,11234536,right,13199414,MB-FFN,FFN-20,66,"array([0.6196145 , 0.84590047])"
922,9503414,left,13950464,PN-somato,mechano-II/III 2nd_order PN,56,"array([0.61499079, 0.87256716])"
923,12262910,left,5738449,MB-FBN,CN-38; FAN-6,75,"array([0.58402975, 0.81059343])"
924,12424940,,-1,,,0,"array([0.60896274, 0.82667807])"
925,11605567,right,17927604,pre-DN-SEZ,no official annotation,56,"array([0.62570907, 0.86426099])"
926,7843730,left,8140109,PN,74a PN; uPN; olfactory 2nd_order PN,12,"array([0.56066316, 0.84209712])"
927,17545695,left,14154154,pre-DN-SEZ,mPN,22,"array([0.56075019, 0.86226241])"
928,6061068,,-1,,,0,"array([0.64365755, 0.86331875])"
929,3158123,left,15225589,LHN,no official annotation,56,"array([0.62219152, 0.87634568])"
930,11009492,left,17304269,DN-SEZ,no official annotation,71,"array([0.58306663, 0.82199553])"
931,3762317,right,3729496,DN-SEZ,no official annotation,63,"array([0.63903481, 0.90379555])"
932,12498338,left,3913629,LHN,LHN-14; CN-50,32,"array([0.5962555 , 0.81870513])"
933,5453333,left,13803032,LHN,LHN-15; CN-51,32,"array([0.58838018, 0.81870313])"
934,17732291,left,17659219,DN-SEZ,no official annotation,4,"array([0.51783381, 0.81906889])"
935,7515491,left,11279244,PN,49a PN; uPN; olfactory 2nd_order PN,12,"array([0.55039631, 0.84849595])"
936,7092086,,-1,,,0,"array([0.57320875, 0.83683241])"
937,5327961,left,11184236,PN,gustatory-external 2nd_order PN,3,"array([0.52443553, 0.84172811])"
938,18302665,right,8348277,pre-DN-VNC,no official annotation,37,"array([0.67189665, 0.87744238])"
939,5684940,left,7982324,DN-SEZ,no official annotation,52,"array([0.71051436, 0.79819861])"
940,10100020,left,1868538,pre-DN-VNC,no official annotation,62,"array([0.66219181, 0.80610094])"
941,16399845,right,17729110,LHN,no official annotation,50,"array([0.6667546 , 0.84930199])"
942,9421292,left,5507096,LHN,no official annotation,38,"array([0.60684302, 0.86347426])"
943,4570270,left,2921933,LN,no official annotation,28,"array([0.56808247, 0.87713481])"
944,4108016,left,3002410,PN,Thermo PN 7; tPN; thermo-cold 2nd_order PN,25,"array([0.55233969, 0.89328386])"
945,11123016,,-1,,,0,"array([0.58702094, 0.88258372])"
946,2123422,left,2784471,ascending,mechano-Ch,14,"array([0.77368709, 0.84909573])"
947,16015738,left,-1,KC,KC,42,"array([0.5356664 , 0.80488465])"
948,16629931,left,-1,KC,KC,33,"array([0.55006867, 0.80460455])"
949,6723364,left,10198121,PN-somato,noci 2nd_order PN,52,"array([0.70615173, 0.78343596])"
950,6729443,left,17937991,pre-DN-VNC,no official annotation,70,"array([0.70962934, 0.74238544])"
951,10319019,right,16356967,PN-somato,Tel10; noci 2nd_order PN,52,"array([0.69200767, 0.77786177])"
952,17165429,,-1,,,0,"array([0.68282261, 0.83149721])"
953,18035063,left,17937986,pre-DN-VNC,no official annotation,71,"array([0.67174094, 0.76260291])"
954,11105182,left,10158972,DN-SEZ,mPN,15,"array([0.575269  , 0.88713547])"
955,13313410,left,16586265,DN-SEZ,no official annotation,4,"array([0.57067126, 0.91998638])"
956,14437742,left,3806652,DN-SEZ,mPN,15,"array([0.55424269, 0.85563929])"
957,18087179,left,17587452,PN,gustatory-external 2nd_order PN,44,"array([0.58888858, 0.77440366])"
958,5108525,right,4555763,ascending,noci,23,"array([0.6933275 , 0.79353072])"
959,13380660,left,14517691,DN-SEZ,mPN,3,"array([0.56032476, 0.91683612])"
960,2628785,left,4311586,PN,LHN-19; CN-55; gustatory-external 2nd_order PN,22,"array([0.56865164, 0.84480446])"
961,17355745,left,16158918,DN-SEZ,no official annotation,4,"array([0.57273091, 0.89719715])"
962,11067379,left,4393049,PN,Gustatory PN 4; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,17,"array([0.56403816, 0.85545613])"
963,3890028,right,12475432,MBIN,MBIN-e2,57,"array([0.57893591, 0.82424478])"
964,15568134,left,5973097,pre-DN-SEZ,no official annotation,66,"array([0.63038127, 0.84753561])"
965,17658884,right,9983417,pre-DN-VNC,no official annotation,53,"array([0.58129821, 0.85812239])"
966,11909406,right,11013351,LN,CN-11; FBN-12,61,"array([0.59831808, 0.84808634])"
967,13197236,left,8075484,LN,FBN-17; CN-7,61,"array([0.60082878, 0.83711964])"
968,13199414,left,11234536,MB-FFN,FFN-20,66,"array([0.62752298, 0.84120622])"
969,17177115,right,17177103,MB-FFN,FFN-22,66,"array([0.63499792, 0.79986097])"
970,12299621,left,8034919,LHN,CN-17,61,"array([0.60612563, 0.84902908])"
971,17176781,right,17176767,LN,FB2N-18,73,"array([0.61840052, 0.83955346])"
972,16445338,left,16350988,pre-DN-VNC,no official annotation,74,"array([0.6173292 , 0.77769877])"
973,11725127,left,4230061,KC,KC,30,"array([0.56390264, 0.7957234 ])"
974,5874480,,-1,,,0,"array([0.59247545, 0.8410665 ])"
975,8922644,left,8297018,MBON,MBON-e2,64,"array([0.57353474, 0.79376553])"
976,17379372,right,10018260,LHN,no official annotation,47,"array([0.64287446, 0.85034631])"
977,4127944,,-1,,,0,"array([0.66205601, 0.8938644 ])"
978,16735586,right,8704079,PN,mPN; mPN iACT B3; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN,22,"array([0.59234127, 0.86549908])"
979,13806524,right,4433960,CN,no official annotation,47,"array([0.60253111, 0.82536477])"
980,11004239,left,8069478,LHN,LHN-17; CN-53,47,"array([0.62385681, 0.83588284])"
981,8347613,left,8349553,LHN,no official annotation,31,"array([0.65599849, 0.84953101])"
982,17360296,left,14757992,LN,no official annotation,58,"array([0.63263319, 0.7987596 ])"
983,11137808,right,8423405,LHN,CN-3,47,"array([0.62949493, 0.83595053])"
984,16457812,right,12424328,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,38,"array([0.61013584, 0.87848898])"
985,13358515,,-1,,,0,"array([0.67844111, 0.81782118])"
986,15638906,right,17360010,pre-DN-VNC,no official annotation,50,"array([0.67046495, 0.85080138])"
987,19143114,,-1,,,0,"array([0.6219246 , 0.86773572])"
988,17819985,right,12360656,PN,gustatory-external 2nd_order PN,44,"array([0.62314447, 0.85837551])"
989,7828725,right,-1,KC,KC,33,"array([0.54524186, 0.81165328])"
990,19611917,left,8138616,LHN,no official annotation,28,"array([0.59383572, 0.896834  ])"
991,12948470,left,9275210,LN,Thermo PN 1; Thermo PN 6,28,"array([0.58312321, 0.88841313])"
992,9747418,left,4127707,LHN,no official annotation,28,"array([0.5803835 , 0.89306168])"
993,9927082,left,7874184,PN,Pdf-LaNs; visual 2nd_order PN,25,"array([0.62613569, 0.93406089])"
994,2204467,left,2512602,PN,Pdf-LaNs; visual 2nd_order PN,25,"array([0.62380369, 0.92589758])"
995,15640893,right,7556564,sensory,gustatory-pharyngeal,5,"array([0.59019313, 0.93425624])"
996,14604028,right,4354933,PN,85c PN; uPN; olfactory 2nd_order PN,12,"array([0.566106  , 0.86513049])"
997,4411542,right,14071613,CN,CN-22,76,"array([0.60206348, 0.77552334])"
998,16945771,right,10949382,ascending,mechano-Ch,52,"array([0.63056103, 0.786133  ])"
999,16545179,left,14501257,pre-DN-VNC,no official annotation,58,"array([0.6480004 , 0.77961237])"
1000,17277623,left,10013517,PN,gustatory-external 2nd_order PN,44,"array([0.61139112, 0.78972225])"
1001,16547292,left,15732497,pre-DN-VNC,no official annotation,84,"array([0.60488804, 0.71698786])"
1002,16545101,left,4812481,pre-DN-VNC,no official annotation,65,"array([0.64214277, 0.71856938])"
1003,17173922,right,16561284,PN-somato,noci 2nd_order PN,87,"array([0.61494647, 0.72604115])"
1004,17356442,left,16443509,pre-DN-VNC,no official annotation,65,"array([0.63254367, 0.72178785])"
1005,16547287,left,5167842,pre-DN-VNC,no official annotation,88,"array([0.61737872, 0.68508868])"
1006,15894278,right,16562142,DN-VNC,no official annotation,84,"array([0.6026602 , 0.71082795])"
1007,15612283,,-1,,,0,"array([0.58443745, 0.74087276])"
1008,17013073,right,16868923,MBON,MBON-o1; CN-60,64,"array([0.58510848, 0.81929669])"
1009,6190181,right,8025665,pre-DN-VNC,no official annotation,85,"array([0.60266081, 0.73678141])"
1010,9072237,left,4201020,PN-somato,FFN-8; proprio 2nd_order PN,69,"array([0.58579037, 0.7567238 ])"
1011,7868195,right,-1,KC,KC,30,"array([0.5567868 , 0.82664097])"
1012,8689674,left,8319311,MBIN,MBIN-b1,57,"array([0.61268511, 0.82908503])"
1013,8995807,right,16435325,PN,gustatory-external 2nd_order PN,80,"array([0.59414941, 0.7896816 ])"
1014,16178283,right,11017761,MBON,MBON-p1; CN-61,82,"array([0.59817981, 0.79145559])"
1015,5560620,right,12479019,PN,FFN-17; gut 2nd_order PN,54,"array([0.60829148, 0.86549751])"
1016,19091931,right,12832017,MB-FFN,FFN-16,64,"array([0.60635282, 0.78278214])"
1017,5474852,left,17591442,LN,CN-5,41,"array([0.61440891, 0.85901544])"
1018,7873135,left,8245692,PN,42b PN; uPN; olfactory 2nd_order PN,12,"array([0.55864958, 0.85050291])"
1019,4311586,right,2628785,PN,LHN-19; CN-55; gustatory-external 2nd_order PN,22,"array([0.5752971 , 0.84489722])"
1020,9119558,left,10990803,PN,mPN; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN,22,"array([0.5881619 , 0.87505155])"
1021,17696578,left,16260741,LHN,no official annotation,38,"array([0.646764  , 0.87792014])"
1022,8399890,left,4651929,PN,94a&94b PN; uPN; olfactory 2nd_order PN,12,"array([0.55967147, 0.84683099])"
1023,7555968,right,8111135,PN,Vision PN 1; vPN; visual 2nd_order PN,38,"array([0.57072516, 0.86494536])"
1024,8891315,right,-1,KC,KC,33,"array([0.55100732, 0.82909086])"
1025,5836387,right,-1,KC,KC,33,"array([0.5479992 , 0.81900203])"
1026,5836197,right,-1,KC,KC,30,"array([0.54950831, 0.81045783])"
1027,4414426,right,-1,KC,KC,33,"array([0.54034898, 0.81457404])"
1028,7840203,right,-1,KC,KC,33,"array([0.54361155, 0.81449534])"
1029,8244723,right,3486381,PN,42a PN; uPN; olfactory 2nd_order PN,12,"array([0.56663646, 0.85242732])"
1030,9897223,right,-1,KC,KC,34,"array([0.55001195, 0.82366839])"
1031,14071613,left,4411542,CN,CN-22,76,"array([0.5971775 , 0.77867191])"
1032,16545264,left,5164129,pre-DN-VNC,no official annotation,85,"array([0.62488532, 0.73806532])"
1033,12389097,left,15674269,MB-FFN,FFN-10,58,"array([0.57204285, 0.76921843])"
1034,15668497,,-1,,,0,"array([0.5629341 , 0.76444221])"
1035,8253620,left,18639459,pre-DN-VNC,no official annotation,46,"array([0.67303829, 0.84279336])"
1036,3060480,left,17380080,pre-DN-VNC,no official annotation,50,"array([0.68653409, 0.86527717])"
1037,14797760,left,15679639,PN-somato,mechano-Ch 2nd_order PN,27,"array([0.69486067, 0.86521476])"
1038,7934904,left,7935088,PN,35a PN; uPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,12,"array([0.57850661, 0.87292392])"
1039,8177199,right,7982896,LHN,no official annotation,32,"array([0.61611141, 0.85360471])"
1040,8069432,right,8542422,PN,LHN-22; CN-58; gustatory-external 2nd_order PN,22,"array([0.58881924, 0.84072695])"
1041,8413543,,-1,,,0,"array([0.77261159, 0.81792855])"
1042,21590962,,-1,,,0,"array([0.77809833, 0.82719935])"
1043,8069365,right,4721538,LHN,no official annotation,58,"array([0.62943051, 0.78848659])"
1044,11465297,,-1,,,0,"array([0.61413816, 0.78813308])"
1045,4433960,left,13806524,CN,no official annotation,47,"array([0.60592411, 0.80885768])"
1046,19880740,left,16223688,pre-DN-VNC,no official annotation,44,"array([0.64912002, 0.82125669])"
1047,8229118,right,21220994,PN-somato,noci 2nd_order PN; mechano-Ch 2nd_order PN,27,"array([0.71213396, 0.83234745])"
1048,15514582,left,8826198,PN-somato,noci 2nd_order PN,71,"array([0.65458357, 0.78741746])"
1049,9753494,right,18023286,pre-DN-VNC,no official annotation,71,"array([0.64483029, 0.7905822 ])"
1050,11073313,left,16347476,pre-DN-VNC,no official annotation,68,"array([0.68417481, 0.79092092])"
1051,14319498,left,17942676,LHN,no official annotation,47,"array([0.62678602, 0.81092286])"
1052,15861524,left,-1,KC,KC,42,"array([0.53528883, 0.79977593])"
1053,16629788,left,7786053,KC,KC,30,"array([0.5587382 , 0.78525703])"
1054,16629757,left,-1,KC,KC,33,"array([0.5462735 , 0.79710334])"
1055,5669107,right,14073503,CN,no official annotation,79,"array([0.61625375, 0.80575998])"
1056,9048462,left,10612630,MB-FFN,FFN-1,69,"array([0.60332166, 0.78058119])"
1057,10281116,left,10351681,MB-FFN,FFN-24,73,"array([0.63381647, 0.83177426])"
1058,17176927,right,7056904,pre-DN-SEZ,CN-30,64,"array([0.5891589 , 0.81281723])"
1059,16431065,,-1,,,0,"array([0.58715314, 0.78354041])"
1060,8838927,left,17107661,MB-FFN,FFN-32,47,"array([0.65210509, 0.8175146 ])"
1061,8319311,right,8689674,MBIN,MBIN-b1,57,"array([0.60183628, 0.82215691])"
1062,8065380,,-1,,,0,"array([0.64623479, 0.85310183])"
1063,4108720,right,16494105,LHN,no official annotation,38,"array([0.63327873, 0.87417328])"
1064,17980698,,-1,,,0,"array([0.62532761, 0.85879259])"
1065,17654617,right,5708994,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,31,"array([0.64291641, 0.88853767])"
1066,13858824,right,17743170,PN,PN; gustatory-external 2nd_order PN,22,"array([0.57971504, 0.85564881])"
1067,17360010,left,15638906,pre-DN-VNC,no official annotation,50,"array([0.66111717, 0.85546798])"
1068,16846805,left,18028397,MBON,MBON-k1,59,"array([0.58125929, 0.80075896])"
1069,14260575,left,16987409,MB-FBN,FAN-9,74,"array([0.60362286, 0.78470486])"
1070,16464284,left,8184598,CN,no official annotation,74,"array([0.61743769, 0.79283078])"
1071,4444354,right,11691603,KC,KC,30,"array([0.55843674, 0.80943789])"
1072,5835799,right,16630941,KC,KC,30,"array([0.55074223, 0.81385968])"
1073,12871993,left,4884579,MBIN,DAN-k1,57,"array([0.56506307, 0.80383597])"
1074,4884579,right,12871993,MBIN,DAN-k1,57,"array([0.56848697, 0.80554152])"
